Provider,Label,IP_NumClaims,IP_NumUniqueBeneficiaries,IP_NumUniqueAttPhysicians,IP_NumUniqueOpPhysicians,IP_NumUniqueOthPhysicians,IP_TotalClaimAmt,IP_AvgClaimAmt,IP_MaxClaimAmt,IP_StdClaimAmt,IP_TotalDeductible,IP_AvgDeductible,IP_AvgStayDuration,IP_MaxStayDuration,IP_TotalStayDays,IP_AvgClaimDuration,IP_AvgDiagnosisCodes,IP_AvgProcedureCodes,IP_AvgPatientAge,IP_PctDeadPatients,IP_AvgChronicConditions,IP_PctRenalDisease,IP_AvgGender,IP_AvgIPAnnualReimb,IP_AvgOPAnnualReimb,OP_NumClaims,OP_NumUniqueBeneficiaries,OP_NumUniqueAttPhysicians,OP_TotalClaimAmt,OP_AvgClaimAmt,OP_MaxClaimAmt,OP_StdClaimAmt,OP_TotalDeductible,OP_AvgClaimDuration,OP_AvgDiagnosisCodes,OP_AvgPatientAge,OP_PctDeadPatients,OP_AvgChronicConditions,IP_OP_ClaimRatio,IP_ClaimsPerPatient,OP_ClaimsPerPatient,IP_PatientsPerPhysician,OP_PatientsPerPhysician,IP_ClaimAmtPerStayDay,Total_ClaimAmt,Total_Deductible,Total_UniqueBeneficiaries,DiagComplexityRatio
PRV52432,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,27.0,2.0,12780.0,220.3448275862069,3300.0,476.9455650179804,220.0,1.2241379310344827,2.6206896551724137,72.98114187259553,0.0,4.086206896551724,0.0,0.0,2.0714285714285716,0.0,9.0,0.0,12780.0,220.0,27.0,0.0
PRV52433,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,62.0,4.0,22060.0,259.52941176470586,2700.0,449.3299399750513,170.0,0.9058823529411765,2.3294117647058825,78.10070459395257,0.0,4.08235294117647,0.0,0.0,1.3492063492063493,0.0,12.4,0.0,22060.0,170.0,62.0,0.0
PRV52434,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,90.0,45.0,90.0,63.63961030678928,0.0,0.0,2.5,91.75085557837097,0.0,4.5,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,90.0,0.0,2.0,0.0
PRV52435,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,25.0,10.0,20420.0,291.7142857142857,2500.0,546.0954193539234,380.0,2.1,2.4,72.95449300870246,0.0,3.7714285714285714,0.0,0.0,2.6923076923076925,0.0,2.272727272727273,0.0,20420.0,380.0,25.0,0.0
PRV52436,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,22.0,7.0,9980.0,226.8181818181818,2400.0,434.097688755266,60.0,1.5909090909090908,2.590909090909091,63.36600087113434,0.0,4.431818181818182,0.0,0.0,1.9130434782608696,0.0,2.75,0.0,9980.0,60.0,22.0,0.0
PRV52437,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,11.0,11050.0,256.9767441860465,2400.0,504.52492922371533,40.0,0.2558139534883721,2.302325581395349,74.52538083186094,0.0,4.744186046511628,0.0,0.0,1.5925925925925926,0.0,2.1666666666666665,0.0,11050.0,40.0,26.0,0.0
PRV52439,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,64.0,1.0,29520.0,243.96694214876032,3300.0,408.9100947210014,320.0,0.5785123966942148,2.4297520661157024,73.71083996583343,0.01652892561983471,4.256198347107438,0.0,0.0,1.8615384615384616,0.0,32.0,0.0,29520.0,320.0,64.0,0.0
PRV52440,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,1.0,4980.0,415.0,1700.0,525.4175828459078,200.0,2.9166666666666665,3.4166666666666665,78.2434405658225,0.0,4.916666666666667,0.0,0.0,1.3333333333333333,0.0,4.0,0.0,4980.0,200.0,8.0,0.0
PRV52441,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,53.0,1.0,20410.0,217.12765957446808,3300.0,474.44052470756134,670.0,1.0425531914893618,2.627659574468085,73.26171232178484,0.0,4.851063829787234,0.0,0.0,1.7407407407407407,0.0,26.5,0.0,20410.0,670.0,53.0,0.0
PRV52443,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,1.0,92.08213552361396,0.0,3.0,0.0,0.0,0.5,0.0,0.5,0.0,10.0,0.0,1.0,0.0
PRV52445,1,5.0,5.0,3.0,3.0,1.0,102000.0,20400.0,43000.0,17840.96409950987,5340.0,1068.0,8.2,32.0,41.0,8.2,7.6,1.0,72.13360711841204,0.0,6.2,0.4,0.6,31168.0,5082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8333333333333334,0.0,1.25,0.0,2428.5714285714284,102000.0,5340.0,5.0,7.6
PRV52446,0,10.0,10.0,1.0,2.0,1.0,129000.0,12900.0,57000.0,16237.473804614914,10680.0,1068.0,7.3,20.0,73.0,7.3,7.9,0.8,61.318548939082824,0.0,5.3,0.2,0.2,20169.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,0.0,5.0,0.0,1743.2432432432433,129000.0,10680.0,10.0,7.9
PRV52448,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,170.0,85.0,100.0,21.213203435596427,0.0,0.0,1.5,91.75085557837099,0.0,4.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,170.0,0.0,2.0,0.0
PRV52449,0,6.0,5.0,5.0,4.0,1.0,126000.0,21000.0,61000.0,21661.024906499693,6408.0,1068.0,6.666666666666667,14.0,40.0,6.666666666666667,8.666666666666666,1.1666666666666667,77.79374857403604,0.0,6.166666666666667,0.16666666666666666,1.0,33000.0,971.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.8333333333333334,0.0,3073.170731707317,126000.0,6408.0,5.0,8.666666666666666
PRV52450,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,232.0,14.0,81540.0,273.6241610738255,4500.0,559.4209545569794,590.0,1.3657718120805369,2.7248322147651005,71.31064959644263,0.0,4.577181208053691,0.0,0.0,1.2789699570815452,0.0,15.466666666666667,0.0,81540.0,590.0,232.0,0.0
PRV52451,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,1.0,11130.0,556.5,3300.0,878.9304205740784,20.0,2.4,3.1,72.2258726899384,0.0,4.65,0.0,0.0,1.1111111111111112,0.0,8.5,0.0,11130.0,20.0,17.0,0.0
PRV52452,0,2.0,2.0,1.0,1.0,0.0,20000.0,10000.0,12000.0,2828.42712474619,2136.0,1068.0,5.5,7.0,11.0,5.5,9.5,1.0,78.00136892539356,0.0,5.0,0.5,0.5,10200.0,325.0,272.0,134.0,5.0,67650.0,248.71323529411765,3300.0,545.2919920344956,1420.0,1.3161764705882353,2.676470588235294,71.03176712163305,0.003676470588235294,4.507352941176471,0.007326007326007326,0.6666666666666666,2.0148148148148146,1.0,22.333333333333332,1666.6666666666667,87650.0,3556.0,136.0,2.584
PRV52453,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,20.0,20.0,0.0,0.0,0.0,3.0,74.91581108829568,0.0,5.0,0.0,0.0,0.5,0.0,0.5,0.0,20.0,0.0,1.0,0.0
PRV52454,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,1.0,1450.0,96.66666666666667,300.0,79.88086367179802,90.0,0.2,2.2,73.3450148300251,0.0,3.1333333333333333,0.0,0.0,1.0,0.0,7.0,0.0,1450.0,90.0,14.0,0.0
PRV52455,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,45.0,2.0,24200.0,318.42105263157896,2200.0,539.3651889189216,280.0,1.8026315789473684,2.9078947368421053,73.38027306459166,0.013157894736842105,4.25,0.0,0.0,1.6521739130434783,0.0,15.0,0.0,24200.0,280.0,45.0,0.0
PRV52456,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,1370.0,195.71428571428572,700.0,246.29637586027278,0.0,1.5714285714285714,3.0,67.37068544050064,0.0,4.571428571428571,0.0,0.0,0.875,0.0,3.5,0.0,1370.0,0.0,7.0,0.0
PRV52457,0,9.0,9.0,5.0,3.0,1.0,117000.0,13000.0,30000.0,10012.492197250393,8544.0,1068.0,4.444444444444445,8.0,40.0,4.444444444444445,8.11111111111111,0.7777777777777778,77.057114609476,0.1111111111111111,5.444444444444445,0.2222222222222222,0.4444444444444444,19068.88888888889,996.6666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9,0.0,1.5,0.0,2853.6585365853657,117000.0,8544.0,9.0,8.11111111111111
PRV52458,0,1.0,1.0,1.0,1.0,0.0,27000.0,27000.0,27000.0,0.0,1068.0,1068.0,5.0,5.0,5.0,5.0,4.0,1.0,67.75359342915812,0.0,5.0,0.0,0.0,27050.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,4500.0,27000.0,1068.0,1.0,4.0
PRV52459,0,50.0,49.0,3.0,1.0,1.0,505900.0,10118.0,45000.0,10938.281214083287,52332.0,1068.0,5.28,35.0,264.0,5.28,7.88,0.74,72.6188090349076,0.02,5.82,0.3,0.36,16648.8,1565.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,12.25,0.0,1909.0566037735848,505900.0,52332.0,49.0,7.88
PRV52460,0,13.0,9.0,2.0,2.0,0.0,90000.0,6923.076923076923,20000.0,5544.6902297233655,13884.0,1068.0,5.3076923076923075,16.0,69.0,5.3076923076923075,8.0,0.5384615384615384,74.02600958247776,0.0,6.153846153846154,0.38461538461538464,0.15384615384615385,16556.923076923078,1048.4615384615386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.3,0.0,3.0,0.0,1285.7142857142858,90000.0,13884.0,9.0,8.0
PRV52461,0,7.0,7.0,1.0,1.0,1.0,48000.0,6857.142857142857,11000.0,2410.295378065479,7476.0,1068.0,3.5714285714285716,7.0,25.0,3.5714285714285716,7.714285714285714,0.2857142857142857,71.09729148332845,0.0,5.571428571428571,0.14285714285714285,0.5714285714285714,8945.714285714286,1141.4285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.875,0.0,3.5,0.0,1846.1538461538462,48000.0,7476.0,7.0,7.714285714285714
PRV52462,0,2.0,2.0,1.0,1.0,0.0,16000.0,8000.0,11000.0,4242.640687119285,1068.0,1068.0,4.5,8.0,9.0,4.5,9.0,0.5,82.25051334702258,0.0,7.0,0.0,0.5,28270.0,2925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,1.0,0.0,1600.0,16000.0,1068.0,2.0,9.0
PRV52463,0,1.0,1.0,1.0,1.0,0.0,5000.0,5000.0,5000.0,0.0,1068.0,1068.0,4.0,4.0,4.0,4.0,9.0,2.0,92.58590006844626,0.0,7.0,0.0,0.0,5120.0,1380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,1000.0,5000.0,1068.0,1.0,9.0
PRV52464,0,2.0,2.0,1.0,2.0,0.0,12000.0,6000.0,8000.0,2828.42712474619,2136.0,1068.0,8.5,14.0,17.0,8.5,8.5,1.0,86.87748117727583,0.0,5.5,0.5,0.0,12590.0,2080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,1.0,0.0,666.6666666666666,12000.0,2136.0,2.0,8.5
PRV52466,0,13.0,11.0,1.0,1.0,1.0,139000.0,10692.307692307691,38000.0,9664.234884223164,13884.0,1068.0,8.538461538461538,35.0,111.0,8.538461538461538,7.230769230769231,0.8461538461538461,69.45695782656769,0.15384615384615385,5.3076923076923075,0.23076923076923078,0.46153846153846156,23806.923076923078,920.7692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0833333333333333,0.0,5.5,0.0,1241.0714285714287,139000.0,13884.0,11.0,7.230769230769231
PRV52467,1,8.0,7.0,6.0,4.0,2.0,169000.0,21125.0,123000.0,41364.01990688457,8544.0,1068.0,6.875,35.0,55.0,6.875,7.5,0.75,77.74161533196441,0.0,4.375,0.5,0.125,47072.5,2140.0,95.0,84.0,46.0,14660.0,154.31578947368422,1400.0,263.92557232440316,300.0,1.0526315789473684,2.5789473684210527,74.49694873734644,0.0,3.873684210526316,0.08333333333333333,1.0,1.1176470588235294,1.0,1.7872340425531914,3017.8571428571427,183660.0,8844.0,91.0,2.0955882352941178
PRV52468,0,3.0,3.0,3.0,1.0,0.0,29000.0,9666.666666666666,18000.0,7637.6261582597335,3204.0,1068.0,7.0,16.0,21.0,7.0,9.0,0.3333333333333333,79.30641113392653,0.0,3.3333333333333335,0.0,0.3333333333333333,33006.666666666664,516.6666666666666,18.0,18.0,12.0,3450.0,191.66666666666666,1000.0,257.55068033530114,0.0,1.1111111111111112,3.7222222222222223,70.78789261540801,0.0,4.222222222222222,0.15789473684210525,0.75,0.9473684210526315,0.75,1.3846153846153846,1318.1818181818182,32450.0,3204.0,21.0,1.9058823529411764
PRV52469,0,6.0,6.0,5.0,4.0,0.0,54000.0,9000.0,13000.0,2756.809750418044,6408.0,1068.0,4.166666666666667,7.0,25.0,3.6666666666666665,6.0,0.6666666666666666,72.95779146703171,0.0,4.166666666666667,0.16666666666666666,0.16666666666666666,11635.0,913.3333333333334,178.0,145.0,34.0,50420.0,283.2584269662921,3300.0,570.5142397959414,280.0,1.3314606741573034,2.668539325842697,73.44269355297665,0.0,4.101123595505618,0.0335195530726257,0.8571428571428571,1.2191780821917808,1.0,4.142857142857143,2076.923076923077,104420.0,6688.0,151.0,1.6355283307810107
PRV52470,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,270.0,90.0,100.0,10.0,0.0,0.0,2.0,74.00045630846452,0.0,3.3333333333333335,0.0,0.0,0.75,0.0,0.75,0.0,270.0,0.0,3.0,0.0
PRV52471,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,6.0,1640.0,205.0,700.0,233.23807579381202,100.0,0.125,2.0,74.64715947980835,0.0,4.375,0.0,0.0,0.8888888888888888,0.0,1.1428571428571428,0.0,1640.0,100.0,8.0,0.0
PRV52472,0,18.0,17.0,11.0,9.0,7.0,187000.0,10388.888888888889,47000.0,11798.000273669957,18156.0,1068.0,4.611111111111111,13.0,83.0,4.611111111111111,7.722222222222222,0.6666666666666666,74.99110198494182,0.0,5.611111111111111,0.16666666666666666,0.2777777777777778,14273.888888888889,1338.3333333333333,43.0,40.0,27.0,16810.0,390.93023255813955,3300.0,735.9535892247567,100.0,2.813953488372093,2.6744186046511627,74.18130302596182,0.0,3.046511627906977,0.4090909090909091,1.0,1.048780487804878,1.4166666666666667,1.4285714285714286,2226.190476190476,203810.0,18256.0,57.0,2.101617440225035
PRV52473,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3870.0,967.5,1700.0,808.4295475385182,0.0,5.0,3.5,79.77138945927447,0.0,6.75,0.0,0.0,0.8,0.0,0.8,0.0,3870.0,0.0,4.0,0.0
PRV52474,0,22.0,20.0,10.0,5.0,3.0,224000.0,10181.818181818182,57000.0,11958.803745065265,22428.0,1068.0,6.636363636363637,21.0,146.0,6.636363636363637,8.090909090909092,1.0,68.75415344409184,0.0,5.045454545454546,0.36363636363636365,0.2727272727272727,19549.090909090908,2095.0,15.0,15.0,9.0,4770.0,318.0,1800.0,469.7902267425932,60.0,1.0,2.466666666666667,73.2951859456993,0.0,3.933333333333333,1.375,1.0476190476190477,0.9375,1.8181818181818181,1.5,1523.8095238095239,228770.0,22488.0,35.0,2.333916083916084
PRV52476,0,6.0,6.0,3.0,2.0,1.0,84000.0,14000.0,47000.0,16443.843832875573,6408.0,1068.0,7.666666666666667,22.0,46.0,7.666666666666667,8.5,0.5,82.40337668263747,0.0,5.5,0.3333333333333333,0.3333333333333333,27600.0,2983.3333333333335,20.0,20.0,14.0,3300.0,165.0,900.0,255.7445271318523,100.0,1.55,2.15,71.80520191649555,0.0,5.1,0.2857142857142857,0.8571428571428571,0.9523809523809523,1.5,1.3333333333333333,1787.2340425531916,87300.0,6508.0,26.0,2.6984126984126986
PRV52478,0,5.0,5.0,5.0,1.0,1.0,21000.0,4200.0,6000.0,1483.2396974191327,5340.0,1068.0,8.8,18.0,44.0,8.8,8.4,0.4,72.13360711841204,0.0,7.4,0.8,0.4,15286.0,5648.0,50.0,47.0,23.0,10700.0,214.0,2700.0,421.65369289820507,140.0,1.62,2.74,71.78447638603696,0.02,4.56,0.09803921568627451,0.8333333333333334,1.0416666666666667,0.8333333333333334,1.9583333333333333,466.6666666666667,31700.0,5480.0,52.0,2.2459893048128343
PRV52480,0,5.0,5.0,3.0,2.0,0.0,40000.0,8000.0,15000.0,4847.679857416329,5340.0,1068.0,3.6,6.0,18.0,3.6,7.8,0.2,73.94934976043805,0.0,7.2,0.4,0.2,13996.0,852.0,25.0,24.0,17.0,4350.0,174.0,1500.0,356.9897290772757,0.0,0.52,2.32,71.61002053388091,0.0,3.68,0.19230769230769232,0.8333333333333334,1.0,1.25,1.3333333333333333,2105.2631578947367,44350.0,5340.0,29.0,2.3493975903614457
PRV52482,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,40.0,40.0,40.0,0.0,0.0,0.0,1.0,67.9151266255989,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,40.0,0.0,1.0,0.0
PRV52483,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,61.0,3.0,52110.0,233.67713004484304,5900.0,593.4385399439655,550.0,1.0179372197309418,2.304932735426009,77.68767015650562,0.008968609865470852,3.9417040358744395,0.0,0.0,3.596774193548387,0.0,15.25,0.0,52110.0,550.0,61.0,0.0
PRV52484,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,7.0,1570.0,120.76923076923077,600.0,166.1054654158786,290.0,0.9230769230769231,3.8461538461538463,78.75722634654872,0.0,4.076923076923077,0.0,0.0,1.1818181818181819,0.0,1.25,0.0,1570.0,290.0,10.0,0.0
PRV52485,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,1580.0,316.0,700.0,307.0504844484047,60.0,0.0,2.4,84.76605065023958,0.0,3.8,0.0,0.0,1.0,0.0,1.3333333333333333,0.0,1580.0,60.0,4.0,0.0
PRV52486,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,58.0,7.0,22140.0,320.8695652173913,4800.0,734.0014007248111,110.0,1.8695652173913044,2.5217391304347827,70.53770992669305,0.014492753623188406,4.2898550724637685,0.0,0.0,1.1694915254237288,0.0,7.25,0.0,22140.0,110.0,58.0,0.0
PRV52487,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,127.0,5.0,51030.0,288.3050847457627,3300.0,514.2375839610414,1120.0,1.231638418079096,2.4237288135593222,73.25243525640282,0.0,4.0508474576271185,0.0,0.0,1.3828125,0.0,21.166666666666668,0.0,51030.0,1120.0,127.0,0.0
PRV52488,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,130.0,5.0,44710.0,244.3169398907104,3300.0,454.50304715843055,640.0,1.1147540983606556,2.5355191256830603,73.59826153955484,0.01092896174863388,4.076502732240437,0.0,0.0,1.3969465648854962,0.0,21.666666666666668,0.0,44710.0,640.0,130.0,0.0
PRV52490,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,2.0,4990.0,293.52941176470586,1900.0,455.7266337464625,0.0,2.3529411764705883,2.235294117647059,79.55840077304022,0.0,3.9411764705882355,0.0,0.0,1.0,0.0,5.333333333333333,0.0,4990.0,0.0,16.0,0.0
PRV52491,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,57.0,3.0,16580.0,263.1746031746032,2000.0,419.20749114838185,100.0,1.4761904761904763,2.7936507936507935,73.99528481253327,0.031746031746031744,4.650793650793651,0.0,0.0,1.0862068965517242,0.0,14.25,0.0,16580.0,100.0,57.0,0.0
PRV52492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,33.0,6.0,7810.0,229.7058823529412,1400.0,347.68049852595766,20.0,1.8235294117647058,2.5588235294117645,74.62809518057736,0.0,3.5294117647058822,0.0,0.0,1.0,0.0,4.714285714285714,0.0,7810.0,20.0,33.0,0.0
PRV52493,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,3.0,3970.0,248.125,1600.0,393.29749130482213,0.0,0.0,2.1875,75.66735112936345,0.0,5.0,0.0,0.0,0.9411764705882353,0.0,4.0,0.0,3970.0,0.0,16.0,0.0
PRV52494,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0,20.0,20.0,0.0,0.0,0.0,1.0,75.00068446269678,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,20.0,0.0,1.0,0.0
PRV52495,0,12.0,11.0,3.0,3.0,0.0,97000.0,8083.333333333333,16000.0,5534.328132554834,12816.0,1068.0,4.416666666666667,8.0,53.0,4.416666666666667,7.916666666666667,0.5833333333333334,72.20237280401551,0.0,4.25,0.16666666666666666,0.4166666666666667,11598.333333333334,448.3333333333333,3.0,3.0,3.0,1800.0,600.0,1300.0,624.4997998398399,0.0,0.0,3.0,78.1948437143509,0.0,3.0,3.0,1.0,0.75,2.75,0.75,1796.2962962962963,98800.0,12816.0,14.0,1.9791666666666667
PRV52497,1,4.0,4.0,1.0,1.0,0.0,55000.0,13750.0,19000.0,4991.65971062398,4272.0,1068.0,9.0,24.0,36.0,9.0,8.75,1.0,77.02327173169063,0.0,6.5,0.25,0.5,20000.0,4605.0,26.0,26.0,12.0,4240.0,163.07692307692307,700.0,195.95446880883796,0.0,0.34615384615384615,2.8076923076923075,74.64149949981572,0.0,4.0,0.14814814814814814,0.8,0.9629629629629629,2.0,2.0,1486.4864864864865,59240.0,4272.0,30.0,2.297979797979798
PRV52499,0,8.0,8.0,8.0,5.0,0.0,115000.0,14375.0,47000.0,13490.075717250176,7476.0,1068.0,4.375,7.0,35.0,4.375,8.0,0.75,72.10574948665298,0.0,5.25,0.125,0.75,15217.5,1791.25,149.0,115.0,66.0,49670.0,333.3557046979866,3300.0,671.9863764890114,400.0,2.0738255033557045,2.557046979865772,72.81360105471568,0.0,5.100671140939597,0.05333333333333334,0.8888888888888888,1.2844827586206897,0.8888888888888888,1.7164179104477613,3194.4444444444443,164670.0,7876.0,123.0,2.249056603773585
